category,item,variety,date,price,unit
vegetable,cabbage,savoy,9/13/2019,0.51,head
vegetable,spring_greens,prepacked,9/13/2019,1.04,kg
vegetable,cabbage,summer_autumn_pointed,9/13/2019,0.56,kg
vegetable,cabbage,white,9/13/2019,0.61,kg
vegetable,cabbage,round_green_other,9/13/2019,0.49,head
vegetable,calabrese,calabrese,9/13/2019,1.13,kg
vegetable,capsicum,green,9/13/2019,0.87,kg
vegetable,capsicum,red,9/13/2019,0.84,kg
vegetable,capsicum,elongated,9/13/2019,1.09,kg
vegetable,capsicum,yelloworange,9/13/2019,0.95,kg
vegetable,carrots,topped_washed,9/13/2019,0.4,kg
vegetable,cauliflower,all,9/13/2019,1.16,head
vegetable,celery,all_washed,9/13/2019,0.75,kg
vegetable,celeriac,celeriac,9/13/2019,0.72,kg
vegetable,chinese_leaf,chinese_leaf,9/13/2019,0.97,kg
vegetable,coriander,coriander,9/13/2019,1.58,kg
vegetable,courgettes,courgettes,9/13/2019,1.27,kg
vegetable,cucumbers,cucumbers,9/13/2019,0.96,kg
vegetable,leeks,trimmed,9/13/2019,1.26,kg
vegetable,lettuce,butterhead_indoor,9/13/2019,0.39,head
vegetable,lettuce,cos,9/13/2019,0.57,head
vegetable,lettuce,crisp_iceberg_type,9/13/2019,0.51,head
vegetable,lettuce,little_gem,9/13/2019,0.6,twin
vegetable,rocket,rocket,9/13/2019,4.72,kg
vegetable,mixed_babyleaf_salad,pillow_pack,9/13/2019,4.61,kg
vegetable,onion,bulb_brown,9/13/2019,0.38,kg
vegetable,onion,bulb_red,9/13/2019,0.46,kg
vegetable,onion,saladspring,9/13/2019,0.26,kg
vegetable,swede,swede,9/13/2019,0.24,kg
vegetable,turnip,turnip,9/13/2019,1.46,kg
vegetable,parsnips,all_varieties,9/13/2019,1.21,kg
vegetable,peas,shelling_all_varieties,9/13/2019,1.91,kg
vegetable,rhubarb,outdoor,9/13/2019,1.24,kg
vegetable,spinach_leaf,loose_bunches,9/13/2019,1.65,kg
vegetable,sweetcorn,sweetcorn,9/13/2019,0.22,head
vegetable,tomatoes,round,9/13/2019,1.36,kg
vegetable,tomatoes,vine,9/13/2019,2.41,kg
vegetable,tomatoes,plum,9/13/2019,4.5,kg
cut_flowers,gladioli,all_varieties,9/13/2019,0.24,stem
fruit,apples,bramleys_seedling,9/6/2019,0.94,kg
fruit,apples,coxs_orange_group,9/6/2019,0.97,kg
fruit,apples,other_early_season,9/6/2019,0.74,kg
fruit,blackberries,blackberries,9/6/2019,3.74,kg
fruit,currants,black,9/6/2019,3.46,kg
fruit,blueberries,blueberries,9/6/2019,4.96,kg
fruit,gooseberries,gooseberries,9/6/2019,4.96,kg
fruit,pears,conference,9/6/2019,0.95,kg
fruit,pears,other,9/6/2019,0.83,kg
fruit,plums,victoria,9/6/2019,2.09,kg
fruit,plums,all_other,9/6/2019,1.33,kg
fruit,raspberries,raspberries,9/6/2019,7.4,kg
fruit,strawberries,strawberries,9/6/2019,2.12,kg
vegetable,beans,broad,9/6/2019,1.36,kg
vegetable,beans,dwarf_french_or_kidney,9/6/2019,1.77,kg
vegetable,beans,runner_climbing,9/6/2019,1.35,kg
vegetable,beetroot,beetroot,9/6/2019,0.49,kg
vegetable,brussels_sprouts,brussels_sprouts,9/6/2019,0.94,kg
vegetable,pak_choi,pak_choi,9/6/2019,2.78,kg
vegetable,curly_kale,curly_kale,9/6/2019,2.94,kg
vegetable,cabbage,red,9/6/2019,0.58,kg
vegetable,cabbage,savoy,9/6/2019,0.52,head
vegetable,spring_greens,prepacked,9/6/2019,1.02,kg
vegetable,cabbage,summer_autumn_pointed,9/6/2019,0.58,kg
vegetable,cabbage,white,9/6/2019,0.63,kg
vegetable,cabbage,round_green_other,9/6/2019,0.49,head
vegetable,calabrese,calabrese,9/6/2019,1.56,kg
vegetable,capsicum,green,9/6/2019,0.93,kg
vegetable,capsicum,red,9/6/2019,0.84,kg
vegetable,capsicum,elongated,9/6/2019,1.14,kg
vegetable,capsicum,yelloworange,9/6/2019,0.91,kg
vegetable,carrots,topped_washed,9/6/2019,0.39,kg
vegetable,cauliflower,all,9/6/2019,0.79,head
vegetable,celery,all_washed,9/6/2019,0.76,kg
vegetable,celeriac,celeriac,9/6/2019,0.69,kg
vegetable,chinese_leaf,chinese_leaf,9/6/2019,1,kg
vegetable,coriander,coriander,9/6/2019,1.45,kg
vegetable,courgettes,courgettes,9/6/2019,1.17,kg
vegetable,cucumbers,cucumbers,9/6/2019,0.97,kg
vegetable,leeks,trimmed,9/6/2019,1.21,kg
vegetable,lettuce,butterhead_indoor,9/6/2019,0.41,head
vegetable,lettuce,cos,9/6/2019,0.55,head
vegetable,lettuce,crisp_iceberg_type,9/6/2019,0.51,head
vegetable,lettuce,little_gem,9/6/2019,0.6,twin
vegetable,rocket,rocket,9/6/2019,4.71,kg
vegetable,mixed_babyleaf_salad,pillow_pack,9/6/2019,4.88,kg
vegetable,onion,bulb_brown,9/6/2019,0.39,kg
vegetable,onion,bulb_red,9/6/2019,0.49,kg
vegetable,onion,saladspring,9/6/2019,0.26,kg
vegetable,swede,swede,9/6/2019,0.24,kg
vegetable,turnip,turnip,9/6/2019,1.11,kg
vegetable,parsnips,all_varieties,9/6/2019,1.27,kg
vegetable,peas,shelling_all_varieties,9/6/2019,1.54,kg
vegetable,rhubarb,outdoor,9/6/2019,1.09,kg
vegetable,spinach_leaf,loose_bunches,9/6/2019,1.43,kg
vegetable,sweetcorn,sweetcorn,9/6/2019,0.18,head
vegetable,tomatoes,round,9/6/2019,1.17,kg
vegetable,tomatoes,vine,9/6/2019,2.38,kg
cut_flowers,gladioli,all_varieties,9/6/2019,0.24,stem
fruit,apples,bramleys_seedling,8/30/2019,0.97,kg
fruit,apples,coxs_orange_group,8/30/2019,1.32,kg
fruit,apples,gala,8/30/2019,0.99,kg
fruit,apples,other_early_season,8/30/2019,0.75,kg
fruit,blackberries,blackberries,8/30/2019,6.26,kg
fruit,currants,black,8/30/2019,3.96,kg
fruit,currants,red,8/30/2019,7.2,kg
fruit,blueberries,blueberries,8/30/2019,6.55,kg
fruit,cherries,all,8/30/2019,3.06,kg
fruit,gooseberries,gooseberries,8/30/2019,4.02,kg
fruit,pears,conference,8/30/2019,0.98,kg
fruit,pears,other,8/30/2019,0.88,kg
fruit,plums,victoria,8/30/2019,1.51,kg
fruit,plums,all_other,8/30/2019,1.37,kg
fruit,raspberries,raspberries,8/30/2019,8.89,kg
fruit,strawberries,strawberries,8/30/2019,2.5,kg
vegetable,beans,broad,8/30/2019,1.13,kg
vegetable,beans,dwarf_french_or_kidney,8/30/2019,1.8,kg
vegetable,beans,runner_climbing,8/30/2019,1.38,kg
vegetable,beetroot,beetroot,8/30/2019,0.49,kg
vegetable,pak_choi,pak_choi,8/30/2019,2.62,kg
vegetable,curly_kale,curly_kale,8/30/2019,2.74,kg
vegetable,cabbage,red,8/30/2019,0.5,kg
vegetable,cabbage,savoy,8/30/2019,0.54,head
vegetable,spring_greens,prepacked,8/30/2019,1.03,kg
vegetable,cabbage,summer_autumn_pointed,8/30/2019,0.65,kg
vegetable,cabbage,white,8/30/2019,0.62,kg
vegetable,cabbage,round_green_other,8/30/2019,0.48,head
vegetable,calabrese,calabrese,8/30/2019,1.95,kg
vegetable,capsicum,green,8/30/2019,0.92,kg
vegetable,capsicum,red,8/30/2019,0.9,kg
vegetable,capsicum,elongated,8/30/2019,1.12,kg
vegetable,capsicum,yelloworange,8/30/2019,0.79,kg
vegetable,carrots,topped_washed,8/30/2019,0.45,kg
vegetable,cauliflower,all,8/30/2019,0.92,head
vegetable,celery,all_washed,8/30/2019,0.8,kg
vegetable,celeriac,celeriac,8/30/2019,0.71,kg
vegetable,coriander,coriander,8/30/2019,1.53,kg
vegetable,courgettes,courgettes,8/30/2019,1.03,kg
vegetable,cucumbers,cucumbers,8/30/2019,1.17,kg
vegetable,leeks,trimmed,8/30/2019,1.27,kg
vegetable,lettuce,butterhead_indoor,8/30/2019,0.41,head
vegetable,lettuce,cos,8/30/2019,0.55,head
vegetable,lettuce,crisp_iceberg_type,8/30/2019,0.5,head
vegetable,lettuce,little_gem,8/30/2019,0.55,twin
vegetable,rocket,rocket,8/30/2019,4.79,kg
vegetable,mixed_babyleaf_salad,pillow_pack,8/30/2019,4.75,kg
vegetable,onion,bulb_brown,8/30/2019,0.34,kg
vegetable,onion,bulb_red,8/30/2019,0.67,kg
vegetable,onion,saladspring,8/30/2019,0.28,kg
vegetable,swede,swede,8/30/2019,0.25,kg
vegetable,turnip,turnip,8/30/2019,1.29,kg
vegetable,parsnips,all_varieties,8/30/2019,1.28,kg
vegetable,peas,shelling_all_varieties,8/30/2019,1.65,kg
vegetable,rhubarb,outdoor,8/30/2019,1.22,kg
vegetable,spinach_leaf,loose_bunches,8/30/2019,1.62,kg
vegetable,sweetcorn,sweetcorn,8/30/2019,0.19,head
vegetable,tomatoes,round,8/30/2019,1.35,kg
vegetable,tomatoes,vine,8/30/2019,1.95,kg
vegetable,tomatoes,cherry,8/30/2019,2.8,kg
vegetable,watercress,pillow_packs,8/30/2019,10.14,kg
cut_flowers,gladioli,all_varieties,8/30/2019,0.25,stem
fruit,apples,bramleys_seedling,8/23/2019,1.02,kg
fruit,apples,braeburn,8/23/2019,0.55,kg
fruit,apples,gala,8/23/2019,0.99,kg
fruit,apples,other_early_season,8/23/2019,0.92,kg
fruit,blackberries,blackberries,8/23/2019,6.39,kg
fruit,currants,black,8/23/2019,5.06,kg
fruit,blueberries,blueberries,8/23/2019,6.07,kg
fruit,cherries,all,8/23/2019,3.68,kg
fruit,gooseberries,gooseberries,8/23/2019,4.02,kg
fruit,pears,conference,8/23/2019,1.09,kg
fruit,pears,other,8/23/2019,0.87,kg
fruit,plums,victoria,8/23/2019,1.53,kg
fruit,plums,all_other,8/23/2019,1.25,kg
fruit,raspberries,raspberries,8/23/2019,8.37,kg
fruit,strawberries,strawberries,8/23/2019,2.68,kg
vegetable,beans,broad,8/23/2019,1.12,kg
vegetable,beans,dwarf_french_or_kidney,8/23/2019,1.82,kg
vegetable,beans,runner_climbing,8/23/2019,1.37,kg
vegetable,beetroot,beetroot,8/23/2019,0.49,kg
vegetable,pak_choi,pak_choi,8/23/2019,2.6,kg
vegetable,curly_kale,curly_kale,8/23/2019,2.74,kg
vegetable,cabbage,red,8/23/2019,0.55,kg
vegetable,cabbage,savoy,8/23/2019,0.54,head
vegetable,spring_greens,prepacked,8/23/2019,1.05,kg
vegetable,cabbage,summer_autumn_pointed,8/23/2019,0.56,kg
vegetable,cabbage,white,8/23/2019,0.65,kg
vegetable,cabbage,round_green_other,8/23/2019,0.5,head
vegetable,calabrese,calabrese,8/23/2019,3.38,kg
vegetable,capsicum,green,8/23/2019,1.04,kg
vegetable,capsicum,red,8/23/2019,1,kg
vegetable,capsicum,yelloworange,8/23/2019,1.01,kg
vegetable,carrots,topped_washed,8/23/2019,0.43,kg
vegetable,cauliflower,all,8/23/2019,1.63,head
vegetable,celery,all_washed,8/23/2019,0.81,kg
vegetable,celeriac,celeriac,8/23/2019,0.71,kg
vegetable,coriander,coriander,8/23/2019,1.52,kg
vegetable,courgettes,courgettes,8/23/2019,1.06,kg
vegetable,cucumbers,cucumbers,8/23/2019,0.94,kg
vegetable,leeks,trimmed,8/23/2019,1.26,kg
vegetable,lettuce,butterhead_indoor,8/23/2019,0.39,head
vegetable,lettuce,cos,8/23/2019,0.5,head
vegetable,lettuce,crisp_iceberg_type,8/23/2019,0.43,head
vegetable,lettuce,little_gem,8/23/2019,0.56,twin
vegetable,rocket,rocket,8/23/2019,4.87,kg
vegetable,mixed_babyleaf_salad,pillow_pack,8/23/2019,4.78,kg
vegetable,onion,bulb_brown,8/23/2019,0.34,kg
vegetable,onion,bulb_red,8/23/2019,0.59,kg
vegetable,onion,saladspring,8/23/2019,0.27,kg
vegetable,swede,swede,8/23/2019,0.25,kg
vegetable,turnip,turnip,8/23/2019,1.25,kg
vegetable,parsnips,all_varieties,8/23/2019,1.31,kg
vegetable,peas,shelling_all_varieties,8/23/2019,1.62,kg
vegetable,rhubarb,outdoor,8/23/2019,1.1,kg
vegetable,spinach_leaf,loose_bunches,8/23/2019,1.59,kg
vegetable,sweetcorn,sweetcorn,8/23/2019,0.18,head
vegetable,tomatoes,round,8/23/2019,1.23,kg
vegetable,tomatoes,vine,8/23/2019,1.55,kg
vegetable,tomatoes,cherry,8/23/2019,2.8,kg
vegetable,watercress,pillow_packs,8/23/2019,10.16,kg
cut_flowers,gladioli,all_varieties,8/23/2019,0.22,stem
fruit,apples,bramleys_seedling,8/16/2019,1.01,kg
fruit,apples,braeburn,8/16/2019,0.83,kg
fruit,apples,gala,8/16/2019,0.95,kg
fruit,apples,other_early_season,8/16/2019,0.92,kg
fruit,blackberries,blackberries,8/16/2019,6.02,kg
fruit,currants,black,8/16/2019,4.44,kg
fruit,blueberries,blueberries,8/16/2019,5.4,kg
fruit,cherries,all,8/16/2019,3.12,kg
fruit,pears,conference,8/16/2019,1.32,kg
fruit,pears,other,8/16/2019,0.78,kg
fruit,plums,victoria,8/16/2019,1.79,kg
fruit,plums,all_other,8/16/2019,1.42,kg
fruit,raspberries,raspberries,8/16/2019,7.11,kg
fruit,strawberries,strawberries,8/16/2019,1.54,kg
vegetable,beans,broad,8/16/2019,1.13,kg
vegetable,beans,dwarf_french_or_kidney,8/16/2019,1.72,kg
vegetable,beans,runner_climbing,8/16/2019,1.29,kg
vegetable,beetroot,beetroot,8/16/2019,0.5,kg
vegetable,pak_choi,pak_choi,8/16/2019,1.86,kg
vegetable,curly_kale,curly_kale,8/16/2019,2.8,kg
vegetable,cabbage,red,8/16/2019,0.62,kg
vegetable,cabbage,savoy,8/16/2019,0.58,head
vegetable,spring_greens,prepacked,8/16/2019,1.11,kg
vegetable,cabbage,summer_autumn_pointed,8/16/2019,0.59,kg
vegetable,cabbage,white,8/16/2019,0.7,kg
vegetable,cabbage,round_green_other,8/16/2019,0.5,head
vegetable,calabrese,calabrese,8/16/2019,2.05,kg
vegetable,capsicum,green,8/16/2019,0.89,kg
vegetable,capsicum,red,8/16/2019,0.86,kg
vegetable,capsicum,elongated,8/16/2019,0.94,kg
vegetable,capsicum,yelloworange,8/16/2019,0.95,kg
vegetable,carrots,topped_washed,8/16/2019,0.43,kg
vegetable,cauliflower,all,8/16/2019,1.57,head
vegetable,celery,all_washed,8/16/2019,0.84,kg
vegetable,celeriac,celeriac,8/16/2019,0.85,kg
vegetable,coriander,coriander,8/16/2019,1.7,kg
vegetable,courgettes,courgettes,8/16/2019,0.79,kg
vegetable,cucumbers,cucumbers,8/16/2019,0.95,kg
vegetable,leeks,trimmed,8/16/2019,1.25,kg
vegetable,lettuce,butterhead_indoor,8/16/2019,0.35,head
vegetable,lettuce,cos,8/16/2019,0.51,head
vegetable,lettuce,crisp_iceberg_type,8/16/2019,0.4,head
vegetable,lettuce,little_gem,8/16/2019,0.55,twin
vegetable,rocket,rocket,8/16/2019,4.84,kg
vegetable,mixed_babyleaf_salad,pillow_pack,8/16/2019,4.73,kg
vegetable,onion,bulb_brown,8/16/2019,0.44,kg
vegetable,onion,bulb_red,8/16/2019,0.53,kg
vegetable,onion,saladspring,8/16/2019,0.27,kg
vegetable,swede,swede,8/16/2019,0.25,kg
vegetable,turnip,turnip,8/16/2019,1.28,kg
vegetable,parsnips,all_varieties,8/16/2019,1.32,kg
vegetable,peas,shelling_all_varieties,8/16/2019,1.5,kg
vegetable,rhubarb,outdoor,8/16/2019,1.11,kg
vegetable,spinach_leaf,loose_bunches,8/16/2019,1.6,kg
vegetable,sweetcorn,sweetcorn,8/16/2019,0.16,head
vegetable,tomatoes,round,8/16/2019,1.15,kg
vegetable,tomatoes,vine,8/16/2019,1.11,kg
vegetable,tomatoes,cherry,8/16/2019,1.08,kg
vegetable,tomatoes,plum,8/16/2019,1.05,kg
vegetable,watercress,pillow_packs,8/16/2019,9.94,kg
cut_flowers,gladioli,all_varieties,8/16/2019,0.16,stem
fruit,apples,bramleys_seedling,8/9/2019,1.17,kg
fruit,apples,braeburn,8/9/2019,0.93,kg
fruit,apples,gala,8/9/2019,1.12,kg
fruit,apples,other_early_season,8/9/2019,1.14,kg
fruit,blackberries,blackberries,8/9/2019,6.16,kg
fruit,currants,black,8/9/2019,4.7,kg
fruit,currants,red,8/9/2019,5.3,kg
fruit,blueberries,blueberries,8/9/2019,6.33,kg
fruit,cherries,all,8/9/2019,3.11,kg
fruit,gooseberries,gooseberries,8/9/2019,4.74,kg
fruit,plums,victoria,8/9/2019,3.3,kg
fruit,plums,all_other,8/9/2019,1.44,kg
fruit,raspberries,raspberries,8/9/2019,7.99,kg
fruit,strawberries,strawberries,8/9/2019,1.03,kg
vegetable,beans,broad,8/9/2019,1.08,kg
vegetable,beans,dwarf_french_or_kidney,8/9/2019,2.03,kg
vegetable,beans,runner_climbing,8/9/2019,1.52,kg
vegetable,beetroot,beetroot,8/9/2019,0.49,kg
vegetable,pak_choi,pak_choi,8/9/2019,2.01,kg
vegetable,curly_kale,curly_kale,8/9/2019,2.93,kg
vegetable,cabbage,red,8/9/2019,0.57,kg
vegetable,cabbage,savoy,8/9/2019,0.52,head
vegetable,spring_greens,prepacked,8/9/2019,1.07,kg
vegetable,cabbage,summer_autumn_pointed,8/9/2019,0.59,kg
vegetable,cabbage,white,8/9/2019,0.57,kg
vegetable,cabbage,round_green_other,8/9/2019,0.51,head
vegetable,calabrese,calabrese,8/9/2019,1.87,kg
vegetable,capsicum,red,8/9/2019,1.05,kg
vegetable,capsicum,elongated,8/9/2019,1.35,kg
vegetable,capsicum,yelloworange,8/9/2019,1.07,kg
vegetable,carrots,topped_washed,8/9/2019,0.44,kg
vegetable,cauliflower,all,8/9/2019,1.39,head
vegetable,celery,all_washed,8/9/2019,0.86,kg
vegetable,celeriac,celeriac,8/9/2019,0.79,kg
vegetable,coriander,coriander,8/9/2019,1.62,kg
vegetable,courgettes,courgettes,8/9/2019,0.88,kg
vegetable,cucumbers,cucumbers,8/9/2019,1.29,kg
vegetable,leeks,trimmed,8/9/2019,1.35,kg
vegetable,lettuce,butterhead_indoor,8/9/2019,0.35,head
vegetable,lettuce,cos,8/9/2019,0.54,head
vegetable,lettuce,crisp_iceberg_type,8/9/2019,0.42,head
vegetable,lettuce,little_gem,8/9/2019,0.55,twin
vegetable,rocket,rocket,8/9/2019,4.74,kg
vegetable,mixed_babyleaf_salad,pillow_pack,8/9/2019,4.72,kg
vegetable,onion,bulb_brown,8/9/2019,0.34,kg
vegetable,onion,bulb_red,8/9/2019,0.53,kg
vegetable,onion,saladspring,8/9/2019,0.27,kg
vegetable,swede,swede,8/9/2019,0.26,kg
vegetable,turnip,turnip,8/9/2019,1.16,kg
vegetable,parsnips,all_varieties,8/9/2019,1.41,kg
vegetable,peas,shelling_all_varieties,8/9/2019,1.78,kg
vegetable,rhubarb,outdoor,8/9/2019,1.29,kg
vegetable,spinach_leaf,loose_bunches,8/9/2019,1.64,kg
vegetable,sweetcorn,sweetcorn,8/9/2019,0.24,head
vegetable,tomatoes,round,8/9/2019,1.06,kg
vegetable,tomatoes,vine,8/9/2019,0.96,kg
vegetable,tomatoes,cherry,8/9/2019,1.04,kg
vegetable,watercress,pillow_packs,8/9/2019,10.08,kg
cut_flowers,gladioli,all_varieties,8/9/2019,0.19,stem
fruit,apples,bramleys_seedling,8/2/2019,1.16,kg
fruit,apples,braeburn,8/2/2019,0.68,kg
fruit,apples,gala,8/2/2019,1.01,kg
fruit,blackberries,blackberries,8/2/2019,4.19,kg
fruit,currants,black,8/2/2019,6.05,kg
fruit,currants,red,8/2/2019,7,kg
fruit,blueberries,blueberries,8/2/2019,7.57,kg
fruit,cherries,all,8/2/2019,2.86,kg
fruit,plums,all_other,8/2/2019,1.2,kg
fruit,raspberries,raspberries,8/2/2019,6.68,kg
fruit,strawberries,strawberries,8/2/2019,1.66,kg
vegetable,beans,broad,8/2/2019,1.1,kg
vegetable,beans,dwarf_french_or_kidney,8/2/2019,2.32,kg
vegetable,beans,runner_climbing,8/2/2019,2.21,kg
vegetable,beetroot,beetroot,8/2/2019,0.52,kg
vegetable,pak_choi,pak_choi,8/2/2019,2.02,kg
vegetable,curly_kale,curly_kale,8/2/2019,2.62,kg
vegetable,cabbage,red,8/2/2019,0.65,kg
vegetable,cabbage,savoy,8/2/2019,0.52,head
vegetable,spring_greens,prepacked,8/2/2019,1.07,kg
vegetable,cabbage,summer_autumn_pointed,8/2/2019,0.59,kg
vegetable,cabbage,white,8/2/2019,0.65,kg
vegetable,cabbage,round_green_other,8/2/2019,0.5,head
vegetable,calabrese,calabrese,8/2/2019,1.42,kg
vegetable,capsicum,red,8/2/2019,1.33,kg
vegetable,capsicum,elongated,8/2/2019,1.18,kg
vegetable,capsicum,yelloworange,8/2/2019,1.49,kg
vegetable,carrots,topped_washed,8/2/2019,0.46,kg
vegetable,cauliflower,all,8/2/2019,0.52,head
vegetable,celery,all_washed,8/2/2019,0.84,kg
vegetable,celeriac,celeriac,8/2/2019,0.78,kg
vegetable,coriander,coriander,8/2/2019,1.87,kg
vegetable,courgettes,courgettes,8/2/2019,0.75,kg
vegetable,cucumbers,cucumbers,8/2/2019,1.26,kg
vegetable,leeks,trimmed,8/2/2019,1.4,kg
vegetable,lettuce,butterhead_indoor,8/2/2019,0.35,head
vegetable,lettuce,cos,8/2/2019,0.53,head
vegetable,lettuce,crisp_iceberg_type,8/2/2019,0.41,head
vegetable,lettuce,little_gem,8/2/2019,0.54,twin
vegetable,rocket,rocket,8/2/2019,4.76,kg
vegetable,mixed_babyleaf_salad,pillow_pack,8/2/2019,4.72,kg
vegetable,onion,bulb_brown,8/2/2019,0.47,kg
vegetable,onion,saladspring,8/2/2019,0.27,kg
vegetable,swede,swede,8/2/2019,0.27,kg
vegetable,turnip,turnip,8/2/2019,1.1,kg
vegetable,parsnips,all_varieties,8/2/2019,1.56,kg
vegetable,peas,shelling_all_varieties,8/2/2019,1.75,kg
vegetable,rhubarb,outdoor,8/2/2019,1.52,kg
vegetable,spinach_leaf,loose_bunches,8/2/2019,1.97,kg
vegetable,sweetcorn,sweetcorn,8/2/2019,0.29,head
vegetable,tomatoes,round,8/2/2019,1.29,kg
vegetable,tomatoes,vine,8/2/2019,2.06,kg
vegetable,tomatoes,cherry,8/2/2019,1.3,kg
vegetable,watercress,pillow_packs,8/2/2019,9.5,kg
cut_flowers,gladioli,all_varieties,8/2/2019,0.22,stem
fruit,apples,bramleys_seedling,7/26/2019,1.06,kg
fruit,apples,braeburn,7/26/2019,0.87,kg
fruit,apples,gala,7/26/2019,0.98,kg
fruit,blackberries,blackberries,7/26/2019,3.59,kg
fruit,currants,black,7/26/2019,6.78,kg
fruit,blueberries,blueberries,7/26/2019,8.18,kg
fruit,cherries,all,7/26/2019,2.3,kg
fruit,gooseberries,gooseberries,7/26/2019,3.77,kg
fruit,plums,all_other,7/26/2019,1.84,kg
fruit,raspberries,raspberries,7/26/2019,5.73,kg
fruit,strawberries,strawberries,7/26/2019,2.96,kg
vegetable,beans,broad,7/26/2019,1.29,kg
vegetable,beans,dwarf_french_or_kidney,7/26/2019,4.13,kg
vegetable,beans,runner_climbing,7/26/2019,3.4,kg
vegetable,beetroot,beetroot,7/26/2019,0.54,kg
vegetable,pak_choi,pak_choi,7/26/2019,1.69,kg
vegetable,curly_kale,curly_kale,7/26/2019,2.81,kg
vegetable,cabbage,red,7/26/2019,0.69,kg
vegetable,cabbage,savoy,7/26/2019,0.6,head
vegetable,spring_greens,prepacked,7/26/2019,1.07,kg
vegetable,cabbage,summer_autumn_pointed,7/26/2019,0.57,kg
vegetable,cabbage,white,7/26/2019,0.73,kg
vegetable,cabbage,round_green_other,7/26/2019,0.54,head
vegetable,calabrese,calabrese,7/26/2019,1.5,kg
vegetable,capsicum,red,7/26/2019,1,kg
vegetable,capsicum,elongated,7/26/2019,1.15,kg
vegetable,capsicum,yelloworange,7/26/2019,0.96,kg
vegetable,carrots,topped_washed,7/26/2019,0.49,kg
vegetable,cauliflower,all,7/26/2019,0.54,head
vegetable,celery,all_washed,7/26/2019,1.03,kg
vegetable,celeriac,celeriac,7/26/2019,0.79,kg
vegetable,coriander,coriander,7/26/2019,1.84,kg
vegetable,courgettes,courgettes,7/26/2019,0.86,kg
vegetable,cucumbers,cucumbers,7/26/2019,1.19,kg
vegetable,leeks,trimmed,7/26/2019,1.47,kg
vegetable,lettuce,butterhead_indoor,7/26/2019,0.35,head
vegetable,lettuce,cos,7/26/2019,0.53,head
vegetable,lettuce,crisp_iceberg_type,7/26/2019,0.4,head
vegetable,lettuce,little_gem,7/26/2019,0.54,twin
vegetable,rocket,rocket,7/26/2019,4.93,kg
vegetable,mixed_babyleaf_salad,pillow_pack,7/26/2019,4.83,kg
vegetable,onion,bulb_brown,7/26/2019,0.34,kg
vegetable,onion,saladspring,7/26/2019,0.27,kg
vegetable,swede,swede,7/26/2019,0.26,kg
vegetable,turnip,turnip,7/26/2019,1.2,kg
vegetable,parsnips,all_varieties,7/26/2019,1.66,kg
vegetable,peas,shelling_all_varieties,7/26/2019,1.82,kg
vegetable,rhubarb,outdoor,7/26/2019,1.53,kg
vegetable,spinach_leaf,loose_bunches,7/26/2019,1.9,kg
vegetable,sweetcorn,sweetcorn,7/26/2019,0.35,head
vegetable,tomatoes,round,7/26/2019,1.25,kg
vegetable,tomatoes,vine,7/26/2019,1.05,kg
vegetable,tomatoes,cherry,7/26/2019,1.41,kg
vegetable,tomatoes,plum,7/26/2019,1.04,kg
vegetable,watercress,pillow_packs,7/26/2019,9.29,kg
cut_flowers,gladioli,all_varieties,7/26/2019,0.18,stem
fruit,apples,bramleys_seedling,7/19/2019,1.04,kg
fruit,apples,braeburn,7/19/2019,1.09,kg
fruit,apples,gala,7/19/2019,1.09,kg
fruit,apples,other_late_season,7/19/2019,0.75,kg
fruit,blackberries,blackberries,7/19/2019,5.74,kg
fruit,currants,black,7/19/2019,7.1,kg
fruit,blueberries,blueberries,7/19/2019,8.05,kg
fruit,cherries,all,7/19/2019,3.2,kg
fruit,gooseberries,gooseberries,7/19/2019,4.09,kg
fruit,plums,all_other,7/19/2019,1.72,kg
fruit,raspberries,raspberries,7/19/2019,6.99,kg
fruit,strawberries,strawberries,7/19/2019,2.95,kg
vegetable,beans,broad,7/19/2019,1.2,kg
vegetable,beans,dwarf_french_or_kidney,7/19/2019,3.38,kg
vegetable,beans,runner_climbing,7/19/2019,4.72,kg
vegetable,beetroot,beetroot,7/19/2019,0.52,kg
vegetable,pak_choi,pak_choi,7/19/2019,1.8,kg
vegetable,curly_kale,curly_kale,7/19/2019,2.98,kg
vegetable,cabbage,red,7/19/2019,0.65,kg
vegetable,cabbage,savoy,7/19/2019,0.57,head
vegetable,spring_greens,prepacked,7/19/2019,1.07,kg
vegetable,cabbage,summer_autumn_pointed,7/19/2019,0.57,kg
vegetable,cabbage,white,7/19/2019,0.76,kg
vegetable,cabbage,round_green_other,7/19/2019,0.54,head
vegetable,calabrese,calabrese,7/19/2019,2.08,kg
vegetable,capsicum,green,7/19/2019,0.64,kg
vegetable,capsicum,red,7/19/2019,1.03,kg
vegetable,capsicum,elongated,7/19/2019,1.02,kg
vegetable,capsicum,yelloworange,7/19/2019,1.12,kg
vegetable,carrots,topped_washed,7/19/2019,0.5,kg
vegetable,cauliflower,all,7/19/2019,0.7,head
vegetable,celery,all_washed,7/19/2019,1.07,kg
vegetable,celeriac,celeriac,7/19/2019,0.86,kg
vegetable,coriander,coriander,7/19/2019,1.56,kg
vegetable,courgettes,courgettes,7/19/2019,0.89,kg
vegetable,cucumbers,cucumbers,7/19/2019,1.1,kg
vegetable,leeks,trimmed,7/19/2019,1.51,kg
